user_id,course_id,coursetitle,completiondate,status,credithours,grade,trainingcost,trainingtype
1124,HEALTH-001,Santé & Sécurité au Travail,2013-05-08,COMP,4.0,70.28,250.93,COMPLIANCE
1124,FIRE-001,Sécurité & Évacuation Incendie,2013-04-10,COMP,1.0,90.85,105.25,COMPLIANCE
1124,DEI-001,Égalité Femmes-Hommes,2013-04-05,COMP,3.0,87.89,169.55,COMPLIANCE
1124,FRAUD-001,Prévention Fraude & Corruption,2013-05-19,COMP,2.0,89.83,146.15,COMPLIANCE
1124,ETHICS-001,Code de Déontologie Novaryn Tech,2013-04-28,COMP,1.5,94.7,118.06,COMPLIANCE
1124,ML-001,Machine Learning Fundamentals,2022-07-19,COMP,40.0,95.16,1412.51,ELEARN
1124,PYTHON-001,Python for Data Science,2020-03-30,COMP,24.0,79.9,941.82,ELEARN
1124,SAFE-001,SAFe Agile Practitioner,2020-05-22,COMP,16.0,96.36,1301.38,COURSE
1125,GDPR-001,RGPD & Protection des Données,2022-08-22,COMP,2.0,70.85,181.03,COMPLIANCE
1125,HEALTH-001,Santé & Sécurité au Travail,2022-08-03,COMP,4.0,96.66,226.71,COMPLIANCE
1125,FIRE-001,Sécurité & Évacuation Incendie,2022-08-11,COMP,1.0,97.41,90.93,COMPLIANCE
1125,DEI-001,Égalité Femmes-Hommes,2022-08-26,COMP,3.0,92.88,188.01,COMPLIANCE
1125,FRAUD-001,Prévention Fraude & Corruption,2022-08-12,COMP,2.0,74.75,135.45,COMPLIANCE
1125,ETHICS-001,Code de Déontologie Novaryn Tech,2022-08-16,COMP,1.5,72.76,131.72,COMPLIANCE
1125,K8S-001,Kubernetes Fundamentals,2024-03-10,FAIL,24.0,56.27,1112.12,ELEARN
1125,EXCEL-001,Excel Avancé & Reporting,2023-01-19,COMP,8.0,84.13,416.42,ELEARN
1127,GDPR-001,RGPD & Protection des Données,2016-07-31,COMP,2.0,84.29,215.98,COMPLIANCE
1127,HEALTH-001,Santé & Sécurité au Travail,2016-07-28,COMP,4.0,73.85,257.82,COMPLIANCE
1127,FIRE-001,Sécurité & Évacuation Incendie,2016-08-04,COMP,1.0,98.71,103.37,COMPLIANCE
1127,DEI-001,Égalité Femmes-Hommes,2016-07-18,COMP,3.0,84.33,188.95,COMPLIANCE
1127,FRAUD-001,Prévention Fraude & Corruption,2016-08-17,COMP,2.0,75.89,141.58,COMPLIANCE
1127,ETHICS-001,Code de Déontologie Novaryn Tech,2016-07-20,COMP,1.5,94.16,111.42,COMPLIANCE
1127,COMM-001,Communication & Public Speaking,2025-05-06,ENR,8.0,0.0,446.43,OJT
1127,LEAD-001,Leadership & Management,2023-01-18,COMP,20.0,69.05,1358.08,COURSE
1129,GDPR-001,RGPD & Protection des Données,2016-12-24,COMP,2.0,79.03,208.42,COMPLIANCE
1129,HEALTH-001,Santé & Sécurité au Travail,2016-12-11,COMP,4.0,90.05,251.0,COMPLIANCE
1129,FIRE-001,Sécurité & Évacuation Incendie,2016-12-18,COMP,1.0,99.63,95.33,COMPLIANCE
1129,DEI-001,Égalité Femmes-Hommes,2016-11-20,COMP,3.0,79.84,175.49,COMPLIANCE
1129,FRAUD-001,Prévention Fraude & Corruption,2016-11-21,COMP,2.0,87.38,163.04,COMPLIANCE
1129,ETHICS-001,Code de Déontologie Novaryn Tech,2016-11-14,COMP,1.5,92.44,127.19,COMPLIANCE
1129,EXCEL-001,Excel Avancé & Reporting,2023-03-10,FAIL,8.0,40.27,416.16,ELEARN
1129,AWS-001,AWS Cloud Practitioner,2025-04-30,ENR,30.0,0.0,1617.42,ELEARN
1130,GDPR-001,RGPD & Protection des Données,2021-04-25,COMP,2.0,70.35,199.23,COMPLIANCE
1130,HEALTH-001,Santé & Sécurité au Travail,2021-04-27,COMP,4.0,75.63,268.48,COMPLIANCE
1130,FIRE-001,Sécurité & Évacuation Incendie,2021-05-11,COMP,1.0,82.17,109.85,COMPLIANCE
1130,DEI-001,Égalité Femmes-Hommes,2021-05-04,COMP,3.0,88.64,181.65,COMPLIANCE
1130,FRAUD-001,Prévention Fraude & Corruption,2021-04-12,COMP,2.0,92.35,154.66,COMPLIANCE
1130,ETHICS-001,Code de Déontologie Novaryn Tech,2021-05-07,COMP,1.5,97.72,116.09,COMPLIANCE
1130,AZURE-001,Microsoft Azure Fundamentals,2025-05-28,ENR,28.0,0.0,1678.36,ELEARN
1130,SQL-001,Advanced SQL for Analytics,2022-07-11,COMP,16.0,73.7,804.58,ELEARN
1130,K8S-001,Kubernetes Fundamentals,2023-09-30,COMP,24.0,74.62,1146.96,ELEARN
1131,GDPR-001,RGPD & Protection des Données,2023-03-28,COMP,2.0,73.79,189.09,COMPLIANCE
1131,HEALTH-001,Santé & Sécurité au Travail,2023-03-23,COMP,4.0,94.9,231.01,COMPLIANCE
1131,FIRE-001,Sécurité & Évacuation Incendie,2023-04-08,COMP,1.0,78.87,107.47,COMPLIANCE
1131,DEI-001,Égalité Femmes-Hommes,2023-03-13,COMP,3.0,83.58,181.92,COMPLIANCE
1131,FRAUD-001,Prévention Fraude & Corruption,2023-02-27,COMP,2.0,98.99,164.15,COMPLIANCE
1131,ETHICS-001,Code de Déontologie Novaryn Tech,2023-03-05,COMP,1.5,81.93,130.59,COMPLIANCE
1131,PYTHON-001,Python for Data Science,2025-04-25,ENR,24.0,0.0,1070.02,ELEARN
1131,SAFE-001,SAFe Agile Practitioner,2024-07-28,COMP,16.0,84.04,1253.74,COURSE
1131,AWS-001,AWS Cloud Practitioner,2025-06-06,ENR,30.0,0.0,1555.38,ELEARN
1132,GDPR-001,RGPD & Protection des Données,2021-07-19,COMP,2.0,80.88,189.22,COMPLIANCE
1132,HEALTH-001,Santé & Sécurité au Travail,2021-07-18,COMP,4.0,75.0,232.94,COMPLIANCE
1132,FIRE-001,Sécurité & Évacuation Incendie,2021-07-28,COMP,1.0,74.97,102.69,COMPLIANCE
1132,DEI-001,Égalité Femmes-Hommes,2021-07-24,COMP,3.0,76.79,195.5,COMPLIANCE
1132,FRAUD-001,Prévention Fraude & Corruption,2021-07-30,COMP,2.0,74.56,163.27,COMPLIANCE
1132,ETHICS-001,Code de Déontologie Novaryn Tech,2021-07-24,COMP,1.5,82.72,112.85,COMPLIANCE
1132,REACT-001,React & TypeScript Masterclass,2022-06-12,COMP,36.0,80.87,1171.66,ELEARN
1132,AZURE-001,Microsoft Azure Fundamentals,2022-05-28,COMP,28.0,72.88,1706.34,ELEARN
1133,GDPR-001,RGPD & Protection des Données,2013-10-31,COMP,2.0,70.01,190.05,COMPLIANCE
1133,HEALTH-001,Santé & Sécurité au Travail,2013-11-16,COMP,4.0,90.04,235.44,COMPLIANCE
1133,FIRE-001,Sécurité & Évacuation Incendie,2013-11-27,COMP,1.0,88.39,109.19,COMPLIANCE
1133,DEI-001,Égalité Femmes-Hommes,2013-10-15,COMP,3.0,92.66,167.05,COMPLIANCE
1133,FRAUD-001,Prévention Fraude & Corruption,2013-11-11,COMP,2.0,94.67,157.94,COMPLIANCE
1133,ETHICS-001,Code de Déontologie Novaryn Tech,2013-12-02,COMP,1.5,99.29,131.48,COMPLIANCE
1133,EXCEL-001,Excel Avancé & Reporting,2021-06-27,COMP,8.0,69.94,382.05,ELEARN
1133,PYTHON-001,Python for Data Science,2020-09-02,COMP,24.0,97.96,892.13,ELEARN
1133,SAFE-001,SAFe Agile Practitioner,2023-04-03,COMP,16.0,89.04,1436.09,COURSE
1133,REACT-001,React & TypeScript Masterclass,2022-01-18,COMP,36.0,68.23,1071.27,ELEARN
1133,PM-001,Product Management Essentials,2024-03-26,COMP,20.0,73.1,1249.23,COURSE
1134,GDPR-001,RGPD & Protection des Données,2014-01-27,COMP,2.0,79.33,184.1,COMPLIANCE
1134,HEALTH-001,Santé & Sécurité au Travail,2014-02-03,COMP,4.0,87.95,236.61,COMPLIANCE
1134,FIRE-001,Sécurité & Évacuation Incendie,2014-01-22,COMP,1.0,78.96,92.5,COMPLIANCE
1134,DEI-001,Égalité Femmes-Hommes,2014-02-10,COMP,3.0,88.3,167.53,COMPLIANCE
1134,FRAUD-001,Prévention Fraude & Corruption,2014-02-11,COMP,2.0,97.32,145.24,COMPLIANCE
1134,ETHICS-001,Code de Déontologie Novaryn Tech,2014-01-11,COMP,1.5,98.48,108.98,COMPLIANCE
1134,LEAD-001,Leadership & Management,2024-12-16,COMP,20.0,95.05,1586.15,COURSE
1134,SAFE-001,SAFe Agile Practitioner,2025-05-07,ENR,16.0,0.0,1284.35,COURSE
1134,K8S-001,Kubernetes Fundamentals,2021-12-22,COMP,24.0,99.9,1134.09,ELEARN
1134,REACT-001,React & TypeScript Masterclass,2023-12-03,COMP,36.0,74.5,1332.97,ELEARN
1135,GDPR-001,RGPD & Protection des Données,2021-07-18,COMP,2.0,84.84,208.06,COMPLIANCE
1135,HEALTH-001,Santé & Sécurité au Travail,2021-07-03,COMP,4.0,82.65,256.9,COMPLIANCE
1135,FIRE-001,Sécurité & Évacuation Incendie,2021-07-25,COMP,1.0,78.41,104.48,COMPLIANCE
1135,DEI-001,Égalité Femmes-Hommes,2021-06-23,COMP,3.0,97.14,185.05,COMPLIANCE
1135,FRAUD-001,Prévention Fraude & Corruption,2021-06-27,COMP,2.0,82.59,160.09,COMPLIANCE
1135,ETHICS-001,Code de Déontologie Novaryn Tech,2021-06-28,COMP,1.5,72.49,110.43,COMPLIANCE
1135,AWS-001,AWS Cloud Practitioner,2024-05-14,COMP,30.0,64.16,1951.7,ELEARN
1135,PM-001,Product Management Essentials,2025-06-10,ENR,20.0,0.0,1238.39,COURSE
1135,K8S-001,Kubernetes Fundamentals,2023-08-11,COMP,24.0,84.27,1222.23,ELEARN
1135,EXCEL-001,Excel Avancé & Reporting,2022-09-28,COMP,8.0,61.68,352.94,ELEARN
1135,REACT-001,React & TypeScript Masterclass,2025-06-21,ENR,36.0,0.0,1363.47,ELEARN
1136,GDPR-001,RGPD & Protection des Données,2016-11-28,COMP,2.0,72.85,218.67,COMPLIANCE
1136,HEALTH-001,Santé & Sécurité au Travail,2016-11-07,COMP,4.0,80.82,258.63,COMPLIANCE
1136,FIRE-001,Sécurité & Évacuation Incendie,2016-11-30,COMP,1.0,82.65,97.87,COMPLIANCE
1136,DEI-001,Égalité Femmes-Hommes,2016-12-09,COMP,3.0,71.2,185.3,COMPLIANCE
1136,FRAUD-001,Prévention Fraude & Corruption,2016-11-20,COMP,2.0,95.57,152.2,COMPLIANCE
1136,ETHICS-001,Code de Déontologie Novaryn Tech,2016-11-25,COMP,1.5,71.12,117.57,COMPLIANCE
1136,SAFE-001,SAFe Agile Practitioner,2020-01-30,COMP,16.0,97.84,1231.5,COURSE
1136,SCRUM-001,Scrum Fundamentals,2023-12-16,FAIL,12.0,55.24,641.23,ELEARN
1136,AWS-001,AWS Cloud Practitioner,2025-05-02,ENR,30.0,0.0,1723.64,ELEARN
1136,PM-001,Product Management Essentials,2024-08-25,COMP,20.0,74.1,1367.61,COURSE
1136,PYTHON-001,Python for Data Science,2021-05-05,COMP,24.0,91.35,947.35,ELEARN
1137,GDPR-001,RGPD & Protection des Données,2024-05-07,COMP,2.0,99.73,190.53,COMPLIANCE
1137,HEALTH-001,Santé & Sécurité au Travail,2024-05-13,COMP,4.0,74.82,252.92,COMPLIANCE
1137,FIRE-001,Sécurité & Évacuation Incendie,2024-04-28,COMP,1.0,89.45,104.81,COMPLIANCE
1137,DEI-001,Égalité Femmes-Hommes,2024-05-11,COMP,3.0,80.46,191.36,COMPLIANCE
1137,FRAUD-001,Prévention Fraude & Corruption,2024-04-24,COMP,2.0,95.7,145.01,COMPLIANCE
1137,ETHICS-001,Code de Déontologie Novaryn Tech,2024-05-02,COMP,1.5,86.15,127.32,COMPLIANCE
1137,SQL-001,Advanced SQL for Analytics,2024-07-13,FAIL,16.0,41.72,777.46,ELEARN
1137,AZURE-001,Microsoft Azure Fundamentals,2024-12-03,COMP,28.0,85.58,1723.15,ELEARN
1137,LEAD-001,Leadership & Management,2024-10-27,COMP,20.0,94.24,1493.45,COURSE
1138,GDPR-001,RGPD & Protection des Données,2023-10-09,COMP,2.0,94.18,215.83,COMPLIANCE
1138,HEALTH-001,Santé & Sécurité au Travail,2023-11-05,COMP,4.0,74.78,233.43,COMPLIANCE
1138,FIRE-001,Sécurité & Évacuation Incendie,2023-09-19,COMP,1.0,73.34,101.64,COMPLIANCE
1138,DEI-001,Égalité Femmes-Hommes,2023-10-20,COMP,3.0,91.01,182.18,COMPLIANCE
1138,FRAUD-001,Prévention Fraude & Corruption,2023-11-05,COMP,2.0,86.8,140.34,COMPLIANCE
1138,ETHICS-001,Code de Déontologie Novaryn Tech,2023-10-27,COMP,1.5,90.87,112.77,COMPLIANCE
1138,COMM-001,Communication & Public Speaking,2024-12-27,FAIL,8.0,52.6,442.27,OJT
1138,PM-001,Product Management Essentials,2024-07-25,COMP,20.0,73.61,1147.37,COURSE
1139,GDPR-001,RGPD & Protection des Données,2020-05-08,COMP,2.0,97.64,184.15,COMPLIANCE
1139,HEALTH-001,Santé & Sécurité au Travail,2020-06-16,COMP,4.0,94.44,269.37,COMPLIANCE
1139,FIRE-001,Sécurité & Évacuation Incendie,2020-05-18,COMP,1.0,88.4,109.41,COMPLIANCE
1139,DEI-001,Égalité Femmes-Hommes,2020-05-20,COMP,3.0,99.98,177.93,COMPLIANCE
1139,FRAUD-001,Prévention Fraude & Corruption,2020-05-02,COMP,2.0,77.38,139.65,COMPLIANCE
1139,ETHICS-001,Code de Déontologie Novaryn Tech,2020-05-17,COMP,1.5,70.79,113.39,COMPLIANCE
1139,AWS-001,AWS Cloud Practitioner,2023-02-06,COMP,30.0,68.64,1536.71,ELEARN
1139,EXCEL-001,Excel Avancé & Reporting,2024-03-01,COMP,8.0,60.83,413.47,ELEARN
1139,K8S-001,Kubernetes Fundamentals,2025-05-23,ENR,24.0,0.0,1118.59,ELEARN
1140,GDPR-001,RGPD & Protection des Données,2013-09-08,COMP,2.0,75.77,187.44,COMPLIANCE
1140,HEALTH-001,Santé & Sécurité au Travail,2013-09-05,COMP,4.0,87.43,256.36,COMPLIANCE
1140,FIRE-001,Sécurité & Évacuation Incendie,2013-08-27,COMP,1.0,92.4,104.13,COMPLIANCE
1140,DEI-001,Égalité Femmes-Hommes,2013-08-26,COMP,3.0,94.1,171.49,COMPLIANCE
1140,FRAUD-001,Prévention Fraude & Corruption,2013-08-26,COMP,2.0,80.94,162.77,COMPLIANCE
1140,ETHICS-001,Code de Déontologie Novaryn Tech,2013-08-18,COMP,1.5,79.6,116.57,COMPLIANCE
1140,SQL-001,Advanced SQL for Analytics,2025-06-13,ENR,16.0,0.0,710.9,ELEARN
1140,COMM-001,Communication & Public Speaking,2022-07-27,FAIL,8.0,54.9,400.89,OJT
1140,AWS-001,AWS Cloud Practitioner,2021-09-10,COMP,30.0,72.54,1965.92,ELEARN
1141,GDPR-001,RGPD & Protection des Données,2016-10-30,COMP,2.0,76.83,193.93,COMPLIANCE
1141,HEALTH-001,Santé & Sécurité au Travail,2016-11-05,COMP,4.0,89.35,252.7,COMPLIANCE
1141,FIRE-001,Sécurité & Évacuation Incendie,2016-10-06,COMP,1.0,83.96,101.49,COMPLIANCE
1141,DEI-001,Égalité Femmes-Hommes,2016-09-25,COMP,3.0,83.81,177.76,COMPLIANCE
1141,FRAUD-001,Prévention Fraude & Corruption,2016-10-29,COMP,2.0,83.09,163.59,COMPLIANCE
1141,ETHICS-001,Code de Déontologie Novaryn Tech,2016-10-02,COMP,1.5,70.66,118.76,COMPLIANCE
1141,SQL-001,Advanced SQL for Analytics,2025-04-18,ENR,16.0,0.0,695.31,ELEARN
1141,K8S-001,Kubernetes Fundamentals,2024-02-10,COMP,24.0,98.19,1026.11,ELEARN
1142,GDPR-001,RGPD & Protection des Données,2017-09-26,COMP,2.0,98.42,209.11,COMPLIANCE
1142,HEALTH-001,Santé & Sécurité au Travail,2017-10-25,COMP,4.0,87.93,246.54,COMPLIANCE
1142,FIRE-001,Sécurité & Évacuation Incendie,2017-10-28,COMP,1.0,98.28,109.72,COMPLIANCE
1142,DEI-001,Égalité Femmes-Hommes,2017-09-23,COMP,3.0,89.85,173.15,COMPLIANCE
1142,FRAUD-001,Prévention Fraude & Corruption,2017-10-24,COMP,2.0,90.24,144.92,COMPLIANCE
1142,ETHICS-001,Code de Déontologie Novaryn Tech,2017-10-16,COMP,1.5,93.95,120.19,COMPLIANCE
1142,PYTHON-001,Python for Data Science,2025-06-17,ENR,24.0,0.0,865.89,ELEARN
1142,ML-001,Machine Learning Fundamentals,2025-06-14,ENR,40.0,0.0,1417.45,ELEARN
1142,SAFE-001,SAFe Agile Practitioner,2023-03-30,FAIL,16.0,51.66,1412.5,COURSE
1142,PM-001,Product Management Essentials,2025-04-24,ENR,20.0,0.0,1109.57,COURSE
1142,SQL-001,Advanced SQL for Analytics,2023-01-20,COMP,16.0,90.35,723.04,ELEARN
1143,GDPR-001,RGPD & Protection des Données,2016-07-03,COMP,2.0,70.88,217.15,COMPLIANCE
1143,HEALTH-001,Santé & Sécurité au Travail,2016-08-07,COMP,4.0,73.59,229.46,COMPLIANCE
1143,FIRE-001,Sécurité & Évacuation Incendie,2016-07-17,COMP,1.0,87.22,108.98,COMPLIANCE
1143,DEI-001,Égalité Femmes-Hommes,2016-07-16,COMP,3.0,94.15,175.73,COMPLIANCE
1143,FRAUD-001,Prévention Fraude & Corruption,2016-07-22,COMP,2.0,74.16,145.3,COMPLIANCE
1143,ETHICS-001,Code de Déontologie Novaryn Tech,2016-06-28,COMP,1.5,79.34,112.26,COMPLIANCE
1143,AZURE-001,Microsoft Azure Fundamentals,2024-11-20,COMP,28.0,69.07,1833.11,ELEARN
1143,K8S-001,Kubernetes Fundamentals,2022-07-08,COMP,24.0,73.59,1183.1,ELEARN
1143,LEAD-001,Leadership & Management,2022-07-06,COMP,20.0,60.82,1547.77,COURSE
1143,PYTHON-001,Python for Data Science,2020-03-09,FAIL,24.0,41.12,961.94,ELEARN
1143,EXCEL-001,Excel Avancé & Reporting,2023-05-14,COMP,8.0,98.54,403.49,ELEARN
1144,GDPR-001,RGPD & Protection des Données,2019-07-15,COMP,2.0,79.81,192.25,COMPLIANCE
1144,HEALTH-001,Santé & Sécurité au Travail,2019-09-04,COMP,4.0,97.15,253.17,COMPLIANCE
1144,FIRE-001,Sécurité & Évacuation Incendie,2019-07-19,COMP,1.0,98.67,93.77,COMPLIANCE
1144,DEI-001,Égalité Femmes-Hommes,2019-08-23,COMP,3.0,84.95,181.27,COMPLIANCE
1144,FRAUD-001,Prévention Fraude & Corruption,2019-08-06,COMP,2.0,72.91,155.5,COMPLIANCE
1144,ETHICS-001,Code de Déontologie Novaryn Tech,2019-07-24,COMP,1.5,87.99,121.78,COMPLIANCE
1144,COMM-001,Communication & Public Speaking,2022-05-02,COMP,8.0,61.55,404.51,OJT
1144,PYTHON-001,Python for Data Science,2020-01-26,FAIL,24.0,57.87,1092.16,ELEARN
1144,ML-001,Machine Learning Fundamentals,2024-10-24,COMP,40.0,71.66,1527.55,ELEARN
1144,EXCEL-001,Excel Avancé & Reporting,2020-06-01,COMP,8.0,80.74,448.03,ELEARN
1144,K8S-001,Kubernetes Fundamentals,2024-03-23,COMP,24.0,84.14,1264.12,ELEARN
1145,GDPR-001,RGPD & Protection des Données,2019-05-09,COMP,2.0,98.13,217.14,COMPLIANCE
1145,HEALTH-001,Santé & Sécurité au Travail,2019-05-23,COMP,4.0,94.95,264.2,COMPLIANCE
1145,FIRE-001,Sécurité & Évacuation Incendie,2019-04-25,COMP,1.0,90.06,91.31,COMPLIANCE
1145,DEI-001,Égalité Femmes-Hommes,2019-05-03,COMP,3.0,80.97,170.62,COMPLIANCE
1145,FRAUD-001,Prévention Fraude & Corruption,2019-06-09,COMP,2.0,84.72,158.82,COMPLIANCE
1145,ETHICS-001,Code de Déontologie Novaryn Tech,2019-04-20,COMP,1.5,80.75,130.0,COMPLIANCE
1145,EXCEL-001,Excel Avancé & Reporting,2022-06-08,COMP,8.0,86.19,449.42,ELEARN
1145,SAFE-001,SAFe Agile Practitioner,2021-12-15,COMP,16.0,88.09,1409.1,COURSE
1145,PM-001,Product Management Essentials,2025-06-21,ENR,20.0,0.0,1092.34,COURSE
1145,LEAD-001,Leadership & Management,2021-11-11,COMP,20.0,77.92,1364.12,COURSE
1145,ML-001,Machine Learning Fundamentals,2021-08-13,FAIL,40.0,48.1,1568.87,ELEARN
1146,GDPR-001,RGPD & Protection des Données,2013-04-24,COMP,2.0,84.71,199.65,COMPLIANCE
1146,HEALTH-001,Santé & Sécurité au Travail,2013-05-09,COMP,4.0,86.84,255.48,COMPLIANCE
1146,FIRE-001,Sécurité & Évacuation Incendie,2013-05-08,COMP,1.0,84.93,105.73,COMPLIANCE
1146,DEI-001,Égalité Femmes-Hommes,2013-05-07,COMP,3.0,93.13,187.16,COMPLIANCE
1146,FRAUD-001,Prévention Fraude & Corruption,2013-05-22,COMP,2.0,94.94,140.64,COMPLIANCE
1146,ETHICS-001,Code de Déontologie Novaryn Tech,2013-04-24,COMP,1.5,79.21,122.1,COMPLIANCE
1146,SAFE-001,SAFe Agile Practitioner,2022-02-17,COMP,16.0,61.89,1317.24,COURSE
1146,SQL-001,Advanced SQL for Analytics,2021-02-28,COMP,16.0,98.57,692.58,ELEARN
1146,SCRUM-001,Scrum Fundamentals,2025-05-25,ENR,12.0,0.0,642.94,ELEARN
1147,GDPR-001,RGPD & Protection des Données,2012-09-20,COMP,2.0,95.48,200.35,COMPLIANCE
1147,HEALTH-001,Santé & Sécurité au Travail,2012-09-30,COMP,4.0,90.98,270.53,COMPLIANCE
1147,FIRE-001,Sécurité & Évacuation Incendie,2012-08-24,COMP,1.0,83.72,93.71,COMPLIANCE
1147,DEI-001,Égalité Femmes-Hommes,2012-09-01,COMP,3.0,91.37,164.63,COMPLIANCE
1147,FRAUD-001,Prévention Fraude & Corruption,2012-08-31,COMP,2.0,84.86,152.13,COMPLIANCE
1147,ETHICS-001,Code de Déontologie Novaryn Tech,2012-09-26,COMP,1.5,70.47,130.13,COMPLIANCE
1147,COMM-001,Communication & Public Speaking,2020-05-02,COMP,8.0,69.62,437.64,OJT
1147,LEAD-001,Leadership & Management,2025-04-22,ENR,20.0,0.0,1719.19,COURSE
1147,AZURE-001,Microsoft Azure Fundamentals,2025-05-17,ENR,28.0,0.0,1800.44,ELEARN
1148,GDPR-001,RGPD & Protection des Données,2021-06-27,COMP,2.0,71.34,185.67,COMPLIANCE
1148,HEALTH-001,Santé & Sécurité au Travail,2021-06-17,COMP,4.0,88.65,237.91,COMPLIANCE
1148,FIRE-001,Sécurité & Évacuation Incendie,2021-06-29,COMP,1.0,90.41,104.2,COMPLIANCE
1148,DEI-001,Égalité Femmes-Hommes,2021-07-12,COMP,3.0,79.29,195.85,COMPLIANCE
1148,FRAUD-001,Prévention Fraude & Corruption,2021-07-13,COMP,2.0,92.1,143.18,COMPLIANCE
1148,ETHICS-001,Code de Déontologie Novaryn Tech,2021-07-16,COMP,1.5,70.31,127.77,COMPLIANCE
1148,AZURE-001,Microsoft Azure Fundamentals,2021-10-14,COMP,28.0,75.82,1694.08,ELEARN
1148,AWS-001,AWS Cloud Practitioner,2024-02-10,COMP,30.0,86.52,1650.41,ELEARN
1148,K8S-001,Kubernetes Fundamentals,2023-03-13,COMP,24.0,64.61,1232.73,ELEARN
1148,EXCEL-001,Excel Avancé & Reporting,2024-10-04,COMP,8.0,67.33,379.29,ELEARN
1148,SCRUM-001,Scrum Fundamentals,2022-03-16,FAIL,12.0,44.87,632.56,ELEARN
1149,GDPR-001,RGPD & Protection des Données,2014-04-22,COMP,2.0,81.95,201.45,COMPLIANCE
1149,HEALTH-001,Santé & Sécurité au Travail,2014-03-27,COMP,4.0,95.67,238.07,COMPLIANCE
1149,FIRE-001,Sécurité & Évacuation Incendie,2014-04-26,COMP,1.0,73.58,106.46,COMPLIANCE
1149,DEI-001,Égalité Femmes-Hommes,2014-03-21,COMP,3.0,98.51,181.97,COMPLIANCE
1149,FRAUD-001,Prévention Fraude & Corruption,2014-04-09,COMP,2.0,76.02,150.55,COMPLIANCE
1149,ETHICS-001,Code de Déontologie Novaryn Tech,2014-03-11,COMP,1.5,84.07,110.62,COMPLIANCE
1149,SCRUM-001,Scrum Fundamentals,2020-10-07,COMP,12.0,87.74,522.13,ELEARN
1149,REACT-001,React & TypeScript Masterclass,2022-07-05,COMP,36.0,74.84,1285.8,ELEARN
1149,PYTHON-001,Python for Data Science,2022-10-12,COMP,24.0,90.77,1048.86,ELEARN
1150,GDPR-001,RGPD & Protection des Données,2018-04-23,COMP,2.0,93.0,187.56,COMPLIANCE
1150,HEALTH-001,Santé & Sécurité au Travail,2018-04-04,COMP,4.0,91.75,227.19,COMPLIANCE
1150,FIRE-001,Sécurité & Évacuation Incendie,2018-03-22,COMP,1.0,98.46,96.83,COMPLIANCE
1150,DEI-001,Égalité Femmes-Hommes,2018-04-07,COMP,3.0,97.66,174.6,COMPLIANCE
1150,FRAUD-001,Prévention Fraude & Corruption,2018-04-03,COMP,2.0,97.05,136.69,COMPLIANCE
1150,ETHICS-001,Code de Déontologie Novaryn Tech,2018-04-15,COMP,1.5,74.59,115.0,COMPLIANCE
1150,AWS-001,AWS Cloud Practitioner,2023-07-14,COMP,30.0,73.44,1919.44,ELEARN
1150,PYTHON-001,Python for Data Science,2021-06-29,COMP,24.0,77.62,1103.03,ELEARN
1151,GDPR-001,RGPD & Protection des Données,2015-09-12,COMP,2.0,85.86,202.27,COMPLIANCE
1151,HEALTH-001,Santé & Sécurité au Travail,2015-08-14,COMP,4.0,86.41,240.88,COMPLIANCE
1151,FIRE-001,Sécurité & Évacuation Incendie,2015-08-12,COMP,1.0,90.54,98.2,COMPLIANCE
1151,DEI-001,Égalité Femmes-Hommes,2015-09-08,COMP,3.0,70.52,187.94,COMPLIANCE
1151,FRAUD-001,Prévention Fraude & Corruption,2015-09-20,COMP,2.0,97.98,146.11,COMPLIANCE
1151,ETHICS-001,Code de Déontologie Novaryn Tech,2015-08-14,COMP,1.5,97.05,124.42,COMPLIANCE
1151,REACT-001,React & TypeScript Masterclass,2021-09-15,COMP,36.0,92.55,1296.73,ELEARN
1151,SCRUM-001,Scrum Fundamentals,2021-02-14,COMP,12.0,68.98,623.09,ELEARN
1152,GDPR-001,RGPD & Protection des Données,2023-06-19,COMP,2.0,86.37,180.79,COMPLIANCE
1152,HEALTH-001,Santé & Sécurité au Travail,2023-07-05,COMP,4.0,97.32,271.86,COMPLIANCE
1152,FIRE-001,Sécurité & Évacuation Incendie,2023-06-24,COMP,1.0,81.58,103.71,COMPLIANCE
1152,DEI-001,Égalité Femmes-Hommes,2023-06-07,COMP,3.0,83.49,188.93,COMPLIANCE
1152,FRAUD-001,Prévention Fraude & Corruption,2023-06-26,COMP,2.0,84.72,142.5,COMPLIANCE
1152,ETHICS-001,Code de Déontologie Novaryn Tech,2023-06-23,COMP,1.5,83.65,130.07,COMPLIANCE
1152,K8S-001,Kubernetes Fundamentals,2024-09-26,COMP,24.0,71.47,1176.22,ELEARN
1152,ML-001,Machine Learning Fundamentals,2024-05-15,FAIL,40.0,47.38,1483.46,ELEARN
1152,SQL-001,Advanced SQL for Analytics,2024-09-20,COMP,16.0,89.6,783.62,ELEARN
1153,GDPR-001,RGPD & Protection des Données,2021-08-05,COMP,2.0,74.32,198.4,COMPLIANCE
1153,HEALTH-001,Santé & Sécurité au Travail,2021-08-31,COMP,4.0,96.39,267.58,COMPLIANCE
1153,FIRE-001,Sécurité & Évacuation Incendie,2021-08-11,COMP,1.0,73.75,102.53,COMPLIANCE
1153,DEI-001,Égalité Femmes-Hommes,2021-07-30,COMP,3.0,98.26,177.16,COMPLIANCE
